"","rev.date","rev.sum","rev.rating","rev.title","rev.pros","rev.cons","rev.helpf","rev.id","rev.year","rev.pos","rev.loc","rev.stat"
"208"," Dec 16, 2013","""No Strategic View""","2.0","Current Employee - Anonymous Employee in Princeton, NJ","Benefits are good. Vacation time is great. 401K is average. Lot's of technology. Good place to learn.","Environment steals your soul. Zombieland. Politics abound. Rolling layoffs. Management with more than 3 years with the company leaving in droves. Pretty much all new management are ex-Bloomberg people. DJ wants to be a software development company rather than a publishing/data delivery company. Ticking time bomb. Do everything on the cheap.",4,208,2013,"Anonymous Employee","Princeton, NJ","Current"
"209"," Dec 21, 2013","""Verge of Collapse""","2.0","Current Employee - IT Manager in Monmouth Junction, NJ","Excellent vacation time, ok benefits, get a little worse every year, salary is below average for job/title/experience.","Where to begin? Lex and his Bloomberg cronies are focusing all the effort and money on development. All purchases are approved by Lex's boy Stephen Orban, and if it isn't related to development it probably won't get approved, whether it's necessary hardware, support contracts or needed software. If you are in IT and you can't do development, your days are numbered. The most baffling thing is how Robert Thompson and other Newscorp execs do not see how this company is being driven to the ground. Management does not seem to understand that though the print industry may be dying a slow death, it is the ONLY thing that brings in a profit at DJ. Upper and middle management not aligned with this division are leaving the company at an alarming rate and those left do not have a clue how to keep the company running. It is only a matter of time before they have a major outage that will take days to resolve. But hey, at least management keeps putting out plenty of tweets,",5,209,2013,"IT Manager","Monmouth Junction, NJ","Current"
"210"," Dec 30, 2013","""Sales""","1.0","Current Employee - Sales in New York, NY","Free snacks, access to WSJ and Barron's","Senior Management makes decisions in a bubble with zero understanding as to how they will affect our clients.",2,210,2013,"Sales","New York, NY","Current"
"211"," Jan 7, 2014","""Great Ideas! Slow to react to changing market and culture.""","3.0","Current Employee - Reporting Manager in New York, NY","The People!!! I work with a group of hard working, dedicated and creative thinking people that I enjoy interacting with every day! I wish I could say it was a result of upper management and the culture of the place...I wish I could say that.","Takes forever to get anything done because of the layers and layers of approvals required. No upward movement unless you are part of the ""in"" group. Watched my managers get promotions and I was promised over and over that I was part of a succession plan for the future...still waiting. My department has been restructured 5-6 times over the last 3 years. Watched my area shrink and get reconfigured multiple times without management thought of how the work would actually get done.",2,211,2014,"Reporting Manager","New York, NY","Current"
"212"," Jan 13, 2014","""Not bad""","4.0","Former Employee - Anonymous Employee","Worked as a long term contractor in creative. Good group of people, pleasant environment, decent work/life balance. Not bad at all.","No major cons to speak of.",0,212,2014,"Anonymous Employee","Not Given","Former"
"213"," Jan 15, 2014","""Horrible Company""","2.0","Current Employee - Sales in New York, NY","people I work with are fun. snack bar always loaded","management has no idea what they are doing. from supervisor level who are young kids straight out of college running the show for the departments to upper management this company is a joke. pay is also really low. recently interviewed at a competitor and when we were discussing compensation she laughed and made me repeat it. Also moving up within the company is horrible since hardly anyone moves up",4,213,2014,"Sales","New York, NY","Current"
"214"," Jan 16, 2014","""Product Development Manager""","2.0","Former Employee - Anonymous Employee","Some great people to work with","Lack of focus and vision from upper management.",2,214,2014,"Anonymous Employee","Not Given","Former"
"215"," Jan 28, 2014","""Great company, meager pay""","4.0","Current Employee - Customer Service Executive in New York, NY","The company offers great benefits: Healthcare (including Dental), discounts on things like gym memberships, Apple products, Verizon/AT&T, etc. In addition, they have a free snack bar which gives fresh fruit 3x every day.","There are contradictions between what is said and what is done, in terms of how to move into different areas of the company.",1,215,2014,"Customer Service Executive","New York, NY","Current"
"216"," Jan 28, 2014","""Nice environment to work""","3.0","Current Employee - Anonymous Employee","Work culture and environment is good.","career growth is very slow.",0,216,2014,"Anonymous Employee","Not Given","Current"
"217"," Feb 2, 2014","""Hoping they can clean up the awful mess left by ex-CEO Lex Fenwick and his ex-Bloomberg minions.""","1.0","Current Employee - Business Development in New York, NY","Used to be a great place to work.","Over the last few years constant (and not well thought out) change in senior management and strategy meant nothing but confusion for staff and customers.",2,217,2014,"Business Development","New York, NY","Current"
